"c.lambda_grid_1..lambda_grid_2..lambda_grid_3..lambda_grid_4.","X1","X2"
1.56394855735013,1.67929166301952,1290.02876281738
2.84026510797944,1.36808802236448,1269.61293935776
4.22684720089253,1.22894151383086,1231.68465447426
5.69923866459186,1.15701504813517,1192.41298508644
7.39712294272686,1.10938922229691,1120.56342720985
9.35687917886642,1.082534621731,1108.91226816177
11.7078275791157,1.06863762283973,1096.93357157707
14.3674179452405,1.07171258614987,1027.70774888992
17.4686527410753,1.08943472613574,996.912219047547
21.1369533577573,1.12171506048054,943.692661762238
25.4642616595226,1.16456740082926,896.81250667572
30.6678606681231,1.21518814054248,830.359748840332
37.0776440531501,1.27572210531094,763.148204803467
45.4690159493063,1.35503721612989,679.129544734955
57.8506110253816,1.4630351017354,586.139774084091
12,1.06859207365325,1049.33177018166
7,1.11819067288817,1170.58801579475
7.66666666666667,1.10454569396391,1166.87850999832
8.33333333333333,1.09402801841144,1153.90926885605
9,1.08606558802753,1146.23154234886
9.66666666666667,1.07896744241196,1142.36966180801
10.3333333333333,1.07464979735129,1121.26547670364
11,1.07097476926636,1113.57251167297
11.6666666666667,1.06878320335169,1100.0688970089
12.3333333333333,1.06864798218126,1085.07284379005
13,1.06871562498672,1085.24825263023
13.6666666666667,1.06977311103119,1076.19262480736
14.3333333333333,1.07163625842049,1075.74234271049
15,1.0741944264945,1052.86368393898
15.6666666666667,1.07744135987207,1063.2419116497
16.3333333333333,1.08136472068796,1041.69663524628
17,1.08583078953014,1036.06453919411
11.3333333333333,1.07016263382926,1101.23143982887
11.4666666666667,1.06956661604975,1124.55384063721
11.6,1.0690303928254,1116.97410488129
11.7333333333333,1.06941656268281,1110.07871079445
11.8666666666667,1.06897778496485,1113.31283402443
12,1.06859207365325,1106.38692116737
12.1333333333333,1.06824976904697,1111.32739591599
12.2666666666667,1.06795201754092,1099.56424999237
12.4,1.06852437237124,1100.96230316162
12.5333333333333,1.06831687244828,1094.67854452133
12.6666666666667,1.06815668281592,1092.71219944954
12.8,1.06803451870735,1098.92176246643
12.9333333333333,1.06874521692238,1079.73460459709
13.0666666666667,1.06869740667275,1087.73698711395
13.2,1.06869341355445,1093.36559915543
13.3333333333333,1.068739040528,1081.39793562889
12.1666666666667,1.06817054956475,1100.44546556473
12.18,1.06813981035001,1098.48012757301
12.1933333333333,1.06810961895072,1102.64020442963
12.2066666666667,1.06807986885866,1103.85681390762
12.22,1.06805064748749,1112.12384295464
12.2333333333333,1.06802193213064,1096.39168262482
12.2466666666667,1.06799359548444,1098.69212627411
12.26,1.06796575040378,1106.72197580338
12.2733333333333,1.06793841095252,1108.87489008904
12.2866666666667,1.06874211935923,1085.10024642944
12.3,1.06871459096691,1099.96609854698
12.3133333333333,1.06868757042964,1104.81307148933
12.3266666666667,1.0686610536017,1107.89688110352
12.34,1.06863503549349,1095.5732588768
12.3533333333333,1.06860951107221,1099.06611037254
12.3666666666667,1.06858447160299,1098.31529855728
